TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2019-08-14 12:19:07.862,0,0.3084218334033459,0.888975526111152,-0.001210544439885921,0,0.01036764268029072,0.9941146383011293,-0.09784643229642975,0,0.636986112902089,0.9501681349102912,0.4475814113029989,0,0.7408837008277606,1.435285322323537,0.5417084970540965,0,1.561469786842078,1.298649047123891,0.4687453738456947,675.7142857142858,924.7252747252747,468.2051282051282,888.0586080586081,863.8827838827839,0.565857,0.066162,0.815979,-1.622467,4.112244,3.895416,1,1,1,2,1,77.109375
2019-08-14 12:19:08.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-08-14 12:19:08.862,0,0.8619148236483843,0.888975526111152,0.0527661736145895,0,0.1935489796306866,0.9941146383011293,-0.05468125700343312,0,0.478989213547258,0.9501681349102912,0.4109764828963565,0,0.7299034824214934,1.435285322323537,0.6485231801001234,0,1.553166316223741,1.298649047123891,0.4524500245225562,1122.967032967033,848.1684981684982,165.6043956043956,872.7472527472528,831.2454212454213,0.560669,0.064453,0.816101,-0.740204,4.321594,4.216919,1,1,1,2,1,77.109375
2019-08-14 12:19:09.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-08-14 12:19:09.840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-08-14 12:19:09.861,0,0.5538177911791868,0.888975526111152,0.0527661736145895,0,-0.002140357150823314,0.9941146383011293,-0.05468125700343312,0,0.6074666822039803,0.9501681349102912,0.4109764828963565,0,0.8001646323596949,1.435285322323537,0.6485231801001234,0,1.556298764061534,1.298649047123891,0.4524500245225562,1427.179487179487,843.7362637362637,0,958.5714285714286,828.4249084249085,0.565430,0.061584,0.813904,-1.547699,4.037476,3.798218,1,2,1,2,2,77.093750
2019-08-14 12:19:10.862,0,1.180681876675329,0.888975526111152,0.0527661736145895,0,0.3059740003416387,0.9941146383011293,-0.05468125700343312,0,0.6578316948659372,0.9501681349102912,0.4109764828963565,0,0.8768798597019128,1.435285322323537,0.6485231801001234,0,1.574165343047087,1.298649047123891,0.4524500245225562,788.5347985347986,918.6813186813187,383.1868131868132,863.4798534798535,836.4835164835165,0.559692,0.061462,0.815857,-0.785065,4.695435,4.194489,1,2,1,2,2,77.093750
2019-08-14 12:19:11.877,0,0.5445143482557507,0.888975526111152,0.1342330103039856,0,-0.03297439153140569,0.9941146383011293,0.2532053534912968,0,0.643502234127199,0.9501681349102912,0.3274595297409836,0,0.8404490188412572,1.435285322323537,0.564292708604754,0,1.615074910510896,1.298649047123891,0.2950604190199701,1002.087912087912,858.2417582417582,278.4249084249084,852.6007326007326,847.7655677655678,0.567139,0.060913,0.813782,-1.375732,4.284210,3.693542,1,1,1,2,1,77.093750
2019-08-14 12:19:12.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-08-14 12:19:12.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-08-14 12:19:12.866,0,0.2735393717119339,0.888975526111152,-0.2085714890157474,0,-0.03679205622217066,0.9941146383011293,0.1792714394873949,0,0.7768604470950219,0.9501681349102912,0.2864940830405112,0,0.8095620291774759,1.435285322323537,0.493322895569092,0,1.62497633825225,1.298649047123891,0.2644333370660564,1413.479853479854,840.1098901098901,0,907.8021978021978,867.9120879120879,0.565491,0.059509,0.816284,-0.912170,4.314117,4.269257,1,1,1,2,1,77.093750
